,Unnamed: 0,rank,trend,season,episode,name,start,total_votes,average_rating
266,665,"81,995",-,1,666,Shousha Kettei!? D Block Shougeki no Ketsumatsu,2014,112,7.8
267,666,"79,326",-,1,667,Taishou no Ketsudan - Fujitora vs. Doflamingo,2014,118,7.8
268,667,"80,576",-,1,668,Kesshou Kaishi: Eiyuu Diamante Toujou,2014,115,7.8
269,668,"80,119",-,1,669,Ugoku Shiro! Saikou Kanbu Pica Shutsugen,2014,116,7.8
270,669,"75,567",-,1,670,Ryuu no Tsume Sakuretsu! Lucy Kyoui no Ichigeki!,2014,121,8.0
271,670,"81,992",-,1,671,Tatou Sugar: Kodomo no Heitai Totsugeki!,2014,112,7.8
272,671,"81,512",-,1,672,Saigo no Hikari: Warera ga Taichou no Himitsu!,2014,113,7.8
273,672,"82,438",-,1,673,Panku Ningen: Gladius Dai Bakuhatsu!,2014,111,7.8
274,673,"80,575",-,1,674,Usotsuki Usoland Tousouchuu!,2014,115,7.8
275,674,"73,250",-,1,675,Unmei no Deai: Kyros to Riku Ou,2014,124,8.1
276,675,"74,446",1,1,676,Sakusen Shippai! Eiyuu Usoland Shisu!?,2014,124,8.0
277,676,"54,238",4,1,677,Densetsu Fukkatsu! Kyros Konshin no Ichigeki,2015,169,8.6
278,677,"55,978",6,1,678,Kaken Sakuretsu! Fukkatsu Meramera no Mi no Chikara,2015,162,8.6
279,678,"73,977",-,1,679,Sassou Toujou: Kakumeigun Sanbou Souchou Sabo!,2015,122,8.1
280,679,"76,061",-,1,680,Akuma no Wana: Dressrosa Senmetsu Sakusen,2015,117,8.1
281,680,"78,926",-,1,681,Go-oku no Otoko: Nerawareta Usoland!,2015,116,7.9
282,681,"83,696",-,1,682,Tekijin Toppa: Luffy Zoro Hangeki Kaishi,2015,114,7.6
283,682,"79,837",-,1,683,Daichi Meidou: Hakai Kami Kyoudai Pica Kourin,2015,114,7.9
284,683,"81,991",-,1,684,Daishuuketsu! Luffy to Kyouaku Senshi Gundan,2015,112,7.8
285,684,"76,816",-,1,685,Kaishingeki! Luffy Gundan vs Pica!,2015,118,8.0
286,685,"78,458",-,1,686,Shougeki Kokuhaku! Law Atsuki Tamashii no Chikai!,2015,117,7.9
287,686,"65,959",1,1,687,Daigekitotsu! Sanbou Souchou Sabo vs Taishou Fujitora,2015,142,8.2
288,687,"76,028",-,1,688,Zettaizetsumei: Wana ni Kakatta Luffy!,2015,123,7.9
289,688,"76,449",-,1,689,Daidasshutsu! Luffy Kishikaisei no Elephant Gun,2015,122,7.9
290,689,"80,716",-,1,690,Kyoudousensen: Luffy Shouri e no Toppakou,2015,121,7.6
291,690,"81,490",-,1,691,Futarime no Samurai: Yuudachi Kanjuurou Toujou,2015,116,7.7
292,691,"71,670",1,1,692,Funtou to no Pica: Zoro Ichi Todome no Ichigeki,2015,125,8.2
293,692,"84,170",-,1,693,Kobito no Hime: Toraware no Mansherry,2015,116,7.5
294,693,"85,599",-,1,694,Fujimi! Kyoufu no Atamawari Ningyou Gundan,2015,116,7.4
295,694,"75,566",-,1,695,Inochi Kakete! Luffy wa Shouri no Kirifuda,2015,121,8.0
296,695,"73,592",-,1,696,Namida no Saikai: Rebecca to Kyros,2015,120,8.2
297,696,"65,410",2,1,697,Ichigeki Hissatsu: Dressrosa o Sukuu Otoko,2015,137,8.4
298,697,"50,194",5,1,698,Ikari Bakuhatsu: Luffy Law Saikyou no Hisaku,2015,179,8.8
299,698,"64,681",1,1,699,Kedakaki Ichizoku! Doflamingo no Shoutai!,2015,136,8.5
300,699,"72,033",2,1,700,Kyuukyoku no Chikara: Op-Op no Jitsu no Himitsu!,2015,124,8.2
301,700,"67,047",4,1,701,Kanashiki Kioku: Shiroi Machi no Shounen Law!,2015,132,8.4
302,701,"67,866",2,1,702,Tenryuubito! Doffy no Souzetsu Naru Kako,2015,133,8.3
303,702,"58,062",4,1,703,Kunan no Michi: Law to Corazon Inochi no Tabi,2015,151,8.7
304,703,"63,385",2,1,704,Toki Sameru! Op-Op no Mi o Ubae!,2015,137,8.6
305,704,"60,565",2,1,705,Kakugo no Toki: Corazon Wakare no Egao!,2015,146,8.6
306,705,"44,706",11,1,706,Yuke Law: Yasashiki Otoko Saigo no Tatakai!,2015,204,8.9
307,706,"77,682",1,1,707,Jiyuu e! Law Injection Shot Sakuretsu,2015,116,8.0
308,707,"61,716",3,1,708,Atsuki Tatakai: Law vs Doflamingo,2015,142,8.6
309,708,"82,895",-,1,709,Kanbu Kessen: Hokori Takaki Hajrudin,2015,110,7.8
310,709,"80,783",-,1,710,Ai no Kessen: Shintouryou Sai tai Baby 5,2015,109,8.0
311,710,"80,326",-,1,711,Otoko no Iji: Bellamy Saigo no Totsugeki!,2015,110,8.0
312,711,"79,125",1,1,712,Shippuudotou: Hakuba tai Dellinger,2015,110,8.1
313,712,"75,803",-,1,713,Baribari: Homage Shinken Hatsudou!,2015,112,8.3
314,713,"86,790",-,1,714,Iyashi no Hime: Mansherry o Sukue!,2015,102,7.8
315,714,"72,044",1,1,715,Otoko no Kettou: Senor Ai no Banka,2015,121,8.3
316,715,"76,571",1,1,716,Shi no Hoshikuzu: Diamante Moukou no Arashi,2015,113,8.2
317,716,"75,367",1,1,717,Trueno Bastardo: Kyros Ikari no Ichigeki,2015,113,8.3
318,717,"76,858",-,1,718,Daichi Oudan: Kyozou Pica Kishuu Sakusen!,2015,115,8.1
319,718,"36,067",17,1,719,Kuuchuu Kessen: Zoro Shin Hissastsu Ougi Sakuretsu!,2015,262,9.1
320,719,"69,523",-,1,720,Abayo! Bellamy Wakare no Ichigeki!,2015,125,8.4
321,720,"69,524",-,1,721,Law Shisu: Luffy Fundo no Moukougeki!,2015,125,8.4
322,721,"66,704",3,1,722,Shuunen no Yaiba: Gyakushuu no Gamma Knife!,2015,130,8.5
323,722,"47,172",9,1,723,Haki Gekitotsu: Luffy tai Doflamingo,2015,190,8.9
324,723,"69,872",-,1,724,Kougeki Funou: Trebol Shougeki no Himitsu,2015,124,8.4
325,724,"56,977",4,1,725,Ikari Bakuhatsu: Ore ga Zenbu Hikiukeru,2016,158,8.6
326,725,"30,035",23,1,726,Gear Fourth! Kyoui no Bounce Man!,2016,328,9.2
327,726,"74,470",-,1,727,Daigyakushuu! Doflamingo no Kakusei!,2016,118,8.2
328,727,"54,367",5,1,728,Luffy! Konshin no Leo Bazooka,2016,161,8.8
329,728,"73,704",-,1,729,Kaen Ryuuou: Luffy no Inochi o Mamorinuke,2016,117,8.3
330,729,"87,633",-,1,730,Kiseki no Namida: Mansherry no Tatakai!,2016,103,7.7
331,730,"88,320",-,1,731,Inochi no Kagiri: Shi no Tori Kago o Tomero!,2016,110,7.4
332,731,"82,122",-,1,732,Sei ka Shi ka: Unmei no Countdown,2016,109,7.9
333,732,"47,660",5,1,733,Ten o Utsu: Luffy Ikari no King Kong Gun,2016,192,8.8
334,733,"85,125",-,1,734,Jiyuu e! Yorokobi no Dressrosa!,2016,111,7.6
335,734,"74,403",-,1,735,Zendaimimon: Taishou Fujitora Shougeki no Ketsudan!,2016,121,8.1
336,735,"67,404",1,1,736,Gekishin Hashiru: Ugokidasu Saiaku no Sedai!,2016,128,8.5
337,736,"76,555",1,1,737,Densetsu Tanjou: Kakumei Senshi Sabo no Bouken!,2016,113,8.2
338,737,"75,671",-,1,738,Kyoudai no Kizuna: Luffy Sabo Saikai Hiwa,2016,115,8.2
339,738,"51,012",4,1,739,Saikyou no Seibutsu: Yonkou - Hyakujuu no Kaidou,2016,179,8.7
340,739,"85,316",-,1,740,Fujitora Ugoku: Mugiwara no Ichimi Kanzen Houimou,2016,105,7.8
341,740,"84,334",-,1,741,Hijoujitai: Sarawareta Rebecca!,2016,107,7.8
342,741,"85,671",-,1,742,Oyako no Kizuna: Kyros to Rebecca!,2016,107,7.7
343,742,"69,575",2,1,743,Otoko no Iji: Luffy tai Fujitora Makkou Shoubu,2016,122,8.5
344,743,"68,802",2,1,744,Nigeba Nashi: Taishou Fujitora Hijou no Tsuigeki!,2016,124,8.5
345,744,"62,829",3,1,745,Kobun no Sakazuki: Kessei! Mugiwara Daisendan!,2016,142,8.5
346,745,"75,251",2,1,746,Gun'yuukakyo: Arekuruu Shinsekai no Kaibutsu-tachi,2016,116,8.2
347,746,"96,261",-,1,747,Gin no Yousai: Luffy to Barto Daibouken,2016,109,6.9
348,747,"107,851",-,1,748,Chika Meikyuu: Luffy tai Torokko Ningen,2016,101,6.5
349,748,"107,252",-,1,749,Kengi Hakunetsu: Law Zoro Tsui ni Kenzan!,2016,96,6.7
350,749,"107,911",-,1,750,Zettaizetsumei: Luffy Kyokugen no Shakunetsu Kessen,2016,95,6.7
351,750,"93,689",-,1,751,Bouken Kaimaku: Maboroshi no Shima &quot;Zou&quot; Touchaku!,2016,105,7.2
352,751,"82,120",1,1,752,Shin Shichi Bukai: Densetsu Shirohige no Musuko Toujou,2016,109,7.9
353,752,"90,259",-,1,753,Kesshi no Tozou: Kyozou no Se no Daibouken!,2016,106,7.4
354,753,"95,499",-,1,754,Sentou Kaishi: Luffy vs Mink-zoku!,2016,99,7.3
355,754,"92,824",-,1,755,Garchuu! Mugiwara no Ichimi Saishuuketsu,2016,101,7.4
356,755,"95,500",-,1,756,Hangeki Kaishi: Guruwara no Ichimi Daikatsuyaku!,2016,99,7.3
357,756,"89,130",-,1,757,Kyoui Shuurai: Hyakujuu Kaizokudan Jack!,2016,100,7.7
358,757,"92,463",-,1,758,Hiru no Ou: Inuarashi Koushaku Toujou!,2016,99,7.5
359,758,"85,946",1,1,759,Yoru no Ou: Nekomamushi no Danna Kenzan,2016,101,7.9
360,759,"84,987",1,1,760,Shuto Kaimetsu: Guruware no Ichimi Jouriku!,2016,103,7.9
361,760,"90,968",1,1,761,Limit Semaru: Mink-zoku to Ichimi no Kizuna!,2016,99,7.6
362,761,"84,096",2,1,762,Akudou Kikyou: Yonkou Big Mom no Shikaku,2016,102,8.0
363,762,"84,097",2,1,763,Shissou no Shinjitsu: Sanji Kyougaku no Shoutaijou,2016,102,8.0
364,763,"80,456",3,1,764,Yarou Domo e: Sanji Wakare no Okitegami,2016,107,8.1
365,764,"95,571",1,1,765,Nekomamushi no Danna ni Ai ni Ikou,2016,96,7.4
366,765,"93,486",-,1,766,Luffy Ketsudan: Sanji Dattai no Kiki!,2016,97,7.5
367,766,"72,127",3,1,767,Isshokusokuhatsu: Inu to Neko to Samurai!,2016,118,8.4
368,767,"87,640",-,1,768,Sanninme! Ninja Kiri no Raizou Toujou,2016,103,7.7
369,768,"75,205",-,1,769,Akai Ishi! &quot;One Piece&quot; e no Michishirube,2016,119,8.1
370,769,"74,109",2,1,770,Wano Kuni no Himitsu: Kouzuki-ke to Rekishi no Ponegliffs,2016,116,8.3
371,770,"86,656",1,1,771,Okoto no Chikai: Luffy to Kouzuki Momonosuke,2017,105,7.7
372,771,"92,671",-,1,772,Densetsu no Koukai: Inu to Neko to Kaizokuou!,2017,96,7.6
373,772,"93,897",-,1,773,Akumu Futatabi: Fujimi no Jack Kyoushuu,2017,94,7.6
374,773,"87,242",1,1,774,Zou Boueisen: Luffy to Zunesha!,2017,101,7.8
375,774,"104,368",-,1,775,Zunesha o Sukue: Mugiwara Rescue Daisakusen!,2017,87,7.2
376,775,"94,977",-,1,776,Wakare no Gezou: Sanji Dakkan no Funade!,2017,92,7.6
377,776,"101,005",-,1,777,Reverie e: Oujo Vivi to Shirahoshi-hime,2017,95,7.1
378,777,"101,540",-,1,778,Reverie e: Rebecca to Sakura Oukoku,2017,89,7.3
379,778,"95,604",-,1,779,Kaidou Futatabi: Kyoui Semaru Saiaku no Sedai!,2017,91,7.6
380,779,"108,112",-,1,780,Harapeko Sensen: Luffy to Kaigun Rookie!,2017,82,7.2
381,780,"107,967",-,1,781,Shuunen no 3 Nin: Mugiwara Ichimi Dai Chase!,2017,80,7.3
382,781,"103,307",-,1,782,Akuma no Kobushi: Kessen! Luffy tai Grant,2017,84,7.4
383,782,"97,503",-,1,783,Sanji Kikyou: Big Mom no Nawabari e!,2017,88,7.6
384,783,"97,504",1,1,784,Rei to Yon: Souguu! Germa Double Six,2017,88,7.6
385,784,"82,637",3,1,785,Moudoku no Kiki: Luffy to Reiju!,2017,100,8.2
386,785,"91,535",-,1,786,Totto Land! Yonkou Big Mom Toujou,2017,98,7.6
387,786,"93,283",-,1,787,Yonkou no Musume: Sanji no Fiancee Purin,2017,95,7.6
388,787,"98,851",-,1,788,Dai Shingeki! Kui Wazurai no Mom,2017,86,7.6
389,788,"94,784",-,1,789,Shuto Houkai!? Big Mom to Jinbee,2017,90,7.7
390,789,"98,263",-,1,790,Yonkou No Shiro: Whole Cake Island Touchaku,2017,87,7.6
391,790,"102,688",-,1,791,Okashi na Mori: Luffy tai Luffy!?,2017,85,7.4
392,791,"102,689",-,1,792,Mom no Shikaku: Luffy to Yuuwaku no Mori!,2017,85,7.4
393,792,"95,960",-,1,793,Kaiyuu Kokka: Germa no Ou Judge,2017,93,7.5
394,793,"97,502",-,1,794,Oyako Taiketsu: Judge tai Sanji!,2017,88,7.6
395,794,"99,005",-,1,795,Kyoudai na Yabou: Big Mom to Caesar,2017,88,7.5
396,795,"101,803",-,1,796,Tamashii no Kuni: Mom no Osorubeki Nouryoku!,2017,84,7.5
397,796,"97,319",-,1,797,Daikanbu! Sanshousei Cracker Toujou!,2017,86,7.7
398,797,"93,542",-,1,798,8 Oku no Teki: Luffy tai Senshu no Cracker,2017,92,7.7
399,798,"88,095",2,1,799,Zenryoku Shoubu: Gear Fourth tai Bisbis no Chikara,2017,97,7.9
400,799,"89,188",1,1,800,Ichi to Ni: Shuuketsu! Vinsmoke-ke,2017,95,7.9
401,800,"91,851",1,1,801,Onjin no Inochi: Sanji to Owner Zeff,2017,95,7.7
402,801,"84,061",2,1,802,Ikari no Sanji: Germa Double Six no Himitsu,2017,95,8.3
403,802,"79,038",3,1,803,Suteta Kako: Vinsmoke Sanji,2017,100,8.5
404,803,"40,918",24,1,804,East Blue e: Sanji Ketsui no Funade,2017,215,9.2
405,804,"76,201",2,1,805,Genkai Shoubu: Luffy to Mugen Biscuit,2017,106,8.5
406,805,"65,324",4,1,806,Manpuku no Chikara: Shin Gear Fourth Tan Man!,2017,125,8.8
407,806,"57,178",2,1,807,Kanashiki Kettou: Luffy tai Sanji (Zenpen),2017,169,8.3
408,807,"18,272",58,1,808,Kanashiki Kettou: Luffy tai Sanji (Kouhen),2017,571,9.6
409,808,"72,699",3,1,809,Fukushuu no Arashi: Ikari no Gundan Shuurai!,2017,114,8.5
410,809,"71,992",3,1,810,Bouken no Owari: Sanji Ketsui no Propose,2017,113,8.6
411,810,"76,202",3,1,811,Koko de Matsu: Luffy tai Ikari no Gundan,2017,106,8.5
412,811,"76,203",3,1,812,Chateau Sennyuu: Ubae! Road Ponegliff,2017,106,8.5
413,812,"86,388",3,1,813,Innnen no Taimen: Luffy to Big Mom!,2017,93,8.2
414,813,"77,832",3,1,814,Tamashii no Sakebi: Brook &amp; Pedro Dengeki Sakusen,2017,105,8.4
415,814,"77,061",3,1,815,Sayonara: Purin Namida no Ketsui,2017,104,8.5
416,815,"73,681",3,1,816,Hidari Me no Innen: Pedro tai Tamago-Danshaku,2017,109,8.6
417,816,"37,535",21,1,817,Shikemoku: Sanji no Kekkon Zen'ya,2017,242,9.2
418,817,"71,991",3,1,818,Fukutsu no Soul: Brook tai Big Mom,2017,113,8.6
419,818,"73,933",2,1,819,Sora no Negai: Germa no Shippaisaku Sanji,2017,111,8.5
420,819,"71,196",4,1,820,Sanji no Moto e: Luffy Gyakushuu no Dai Gekisou!,2018,115,8.6
421,820,"82,638",4,1,821,Chateau Douran: Luffy Yakusoku no Basho e,2018,100,8.2
422,821,"95,607",3,1,822,Wakare no Ketsui: Sanji to Mugiwara Bentou,2018,91,7.6
423,822,"90,969",2,1,823,Yonkou no Negaeri: Brook Kyuushutsu Daisakusen!,2018,99,7.6
424,823,"82,946",4,1,824,"The Rendezvous! Luffy, a One-on-One at His Limit!",2018,102,8.1
425,824,"70,449",4,1,825,A Liar! Luffy and Sanji!!,2018,117,8.6
426,825,"86,010",3,1,826,Sanji Comes Back! Crash! The Tea Party from Hell!,2018,96,8.1
427,826,"93,893",4,1,827,A Secret Meeting! Luffy vs. the Fire Tank Pirates!,2018,94,7.6
428,827,"92,912",2,1,828,The Deadly Pact! Luffy &amp; Bege's Allied Forces!,2018,93,7.7
429,828,"98,741",2,1,829,Luffy Engages in a Secret Maneuver! The Wedding Full of Consp...,2018,84,7.7
430,829,"84,773",3,1,830,The Family Gets Together! The Hellish Tea Party Starts!,2018,96,8.2
431,830,"99,531",3,1,831,The Broken Couple! Sanji and Pudding Enter!,2018,85,7.6
432,831,"76,396",2,1,832,A Deadly Kiss! The Mission to Assassinate the Emperor Kicks Off!,2018,103,8.6
433,832,"44,896",16,1,833,Returning the Sake Cup! The Manly Jimbei Pays His Debt!,2018,194,9.1
434,833,"88,031",3,1,834,The Mission Failed?! The Big Mom Pirates Strike Back!,2018,88,8.3
435,834,"88,621",3,1,835,"Run, Sanji! SOS! Germa 66!",2018,87,8.3
436,835,"106,923",2,1,836,Mom's Secret! The Giant's Island Elbaph and a Little Monster!,2018,77,7.5
437,836,"92,995",2,1,837,The Birth of Mom! The Day That Carmel Vanished!,2018,84,8.1
438,837,"99,355",2,1,838,The Launcher Blasts! The Moment of Big Mom's Assassination!,2018,83,7.7
439,838,"101,605",2,1,839,The Evil Army! Transform! Germa 66!,2018,82,7.6
440,839,"104,015",3,1,840,Cutting the Father-Son Relationship! Sanji and Judge!,2018,83,7.4
441,840,"95,723",3,1,841,Escape From the Tea Party! Luffy vs. Big Mom!,2018,82,8.0
442,841,"99,926",2,1,842,The Execution Begins! Luffy's Allied Forces Are Annihilated?!&quot;,2018,78,7.9
443,842,"112,998",2,1,843,The Chateau Collapses! The Straw Hat's Great Escape Begins!,2018,70,7.5
444,843,"112,204",3,1,844,The Spear of Elbaph! Onslaught! The Flying Big Mom!,2018,77,7.2
445,844,"106,098",2,1,845,Pudding's Determination! Ablaze! The Seducing Woods!,2018,76,7.6
446,845,"106,099",3,1,846,A Lightning Counterattack! Nami and Zeus the Thundercloud!,2018,76,7.6
447,846,"104,539",2,1,847,A Coincidental Reunion! Sanji and the Lovestruck Evil Pudding!,2018,78,7.6
448,847,"107,078",3,1,848,Save the Sunny! Fighting Bravely! Chopper and Brook!,2018,79,7.4
449,848,"60,994",8,1,849,"Before the Dawn! Pedro, the Captain of the Guardians!",2018,138,8.8
450,849,"56,863",10,1,850,"I'll Be Back! Luffy, Deadly Departure!",2018,148,8.9
451,850,"87,545",1,1,851,The Man with a Bounty of Billion! The Strongest Sweet General...,2018,91,8.2
452,851,"84,586",2,1,852,A Hard Battle Starts! Luffy vs. Katakuri!,2018,94,8.3
453,852,"97,320",1,1,853,"The Green Room! An Invincible Helmsman, Jimbei!",2018,86,7.7
454,853,"89,418",1,1,854,The Threat of the Mole! Luffy's Silent Fight!,2018,90,8.1
455,854,"93,882",1,1,855,The End of the Deadly Battle?! Katakuri's Awakening in Anger!,2018,87,7.9
456,855,"51,718",8,1,856,The Forbidden Secret! Katakuri's Merienda!,2018,168,8.9
457,856,"90,671",2,1,857,Luffy Fights Back! The Invincible Katakuri's Weak Point!,2018,90,8.0
458,857,"101,800",1,1,858,Another Crisis! Gear Four vs. Unstoppable Donuts!,2018,84,7.5
459,858,"110,526",1,1,859,"The Rebellious Daughter, Chiffon! Sanji's Big Plan for Transp...",2018,79,7.2
460,859,"103,867",1,1,860,The Cake Sank?! Sanji and Bege's Getaway Battle!,2018,81,7.5
461,860,"110,308",1,1,861,The Cake Sank?! Sanji and Bege's Getaway Battle!,2018,77,7.3
462,861,"72,698",4,1,862,Sulong! Carrot's Big Mystic Transformation!,2018,114,8.5
463,862,"103,868",1,1,863,Break Through! The Straw Hat's Mighty Sea Battle!,2018,81,7.5
464,863,"96,708",1,1,864,Finally Clash - Yonko VS Straw Hat Crew,2018,87,7.7
465,864,"96,569",1,1,865,Dark King's Direct Precepts! The Battle Against Katakuri Turn...,2018,85,7.8
466,865,"103,303",1,1,866,"Finally He Returns! Sanji, the Man Who'll Stop the Emperor of...",2018,84,7.4
467,866,"81,376",3,1,867,Lurking in the Darkness! An Assassin Targeting Luffy!,2019,105,8.1
468,867,"37,048",22,1,868,One Man's Determination! Katakuri's Deadly Big Fight!,2019,252,9.1
469,868,"61,971",6,1,869,Wake Up! The Color of Observation Able to Top the Strongest!,2019,135,8.8
470,869,"15,729",80,1,870,A Fist of Divine Speed! Another Gear Four Application Activated!,2019,683,9.5
471,870,"56,862",12,1,871,Finally Concluded - An Outcome of the Fierce Battle with Kata...,2019,148,8.9
472,871,"88,272",1,1,872,A Desperate Situation! The Iron-Tight Entrapment of Luffy!,2019,92,8.1
473,872,"86,319",1,1,873,Pulling Back from the Brink! The Formidable Reinforcements - ...,2019,91,8.3
474,873,"96,457",1,1,874,The Last Hope! The Sun Pirates Emerge!,2019,83,7.9
475,874,"87,269",3,1,875,A Fascinating Taste - Sanji's Cake of Happiness,2019,96,8.0
476,875,"84,584",1,1,876,"The Man of Humanity and Justice - Jinbe, a Desperate Massive ...",2019,94,8.3
477,876,"38,952",20,1,877,Time for Farewell! Pudding's One Last Request!,2019,235,9.1
478,877,"81,085",1,1,878,The World in Shock! The Fifth Emperor of the Sea Arrives!,2019,114,7.8
479,878,"99,319",1,1,879,To the Levely! Gathering of the Straw Hat Allies!,2019,95,7.2
480,879,"91,492",3,1,880,Sabo Goes into Action! All the Captains of the Revolutionary ...,2019,98,7.6
481,880,"116,089",5,1,881,Going into Action! The Implacable New Admiral of the Fleet - ...,2019,120,5.6
482,881,"110,806",3,1,882,The Paramount War! The Inherited Will of the King of the Pira...,2019,113,6.0
483,882,"110,797",2,1,883,One Step Ahead of the Dream - Shirahoshi's Path to the Sun!,2019,106,6.2
484,883,"108,150",2,1,884,I Miss Him! Vivi and Rebecca's Sentiments!,2019,107,6.3
485,884,"92,212",2,1,885,In the Dark Recesses of the Holyland! A Mysterious Giant Stra...,2019,114,7.0
486,885,"93,460",3,1,886,The Uproarious Holy Land - Princess Shirahoshi is being targe...,2019,118,6.8
487,886,"66,430",3,1,887,On the Verge - The Two Yonko Targeting Luffy,2019,144,8.1
488,887,"78,078",3,1,888,Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma,2019,121,7.8
489,888,"88,321",3,1,889,"Finally, It Starts! The Conspiracy-filled Reverie!",2019,110,7.4
490,889,"99,853",1,1,890,Marco! The Keeper of Whitebeard's Last Memento!,2019,94,7.2
491,890,"57,213",3,1,891,Climbing Up a Waterfall! A Great Journey Through the Land of ...,2019,161,8.5
492,891,"29,288",29,1,892,Wano Country! To the Land of Dancing Sakura and Samurai,2019,340,9.2
493,892,"51,888",5,1,893,Otama Appears! Luffy vs. Kaido's Army!,2019,171,8.8
494,893,"51,654",6,1,894,He'll Come! The Legend of Ace in the Land of Wano!,2019,172,8.8
495,894,"117,329",-,1,895,"Side Story! The World's Greatest Bounty Hunter, Cidre!",2019,96,6.2
496,895,"126,450",1,1,896,Side Story! Clash! Luffy vs. the King of Carbonation!,2019,91,6.0
497,896,"61,848",3,1,897,"Save Otama! Straw Hat, Bounding through the Wasteland!",2019,145,8.5
498,897,"66,406",3,1,898,The Headliner! Hawkings the Magician Appears!,2019,134,8.4
499,898,"48,195",12,1,899,Defeat is Inevitable! The Strawman's Fierce Attack!,2019,185,8.9
500,899,"71,027",4,1,900,The Greatest Day of My Life! Otama and Her Sweet Red-bean Soup!,2019,121,8.4
501,900,"87,971",2,1,901,Entering Enemy Territory! The Protagonists Spread into the To...,2019,105,7.6
502,901,"89,525",2,1,902,The Yokozuna Appears! The Invincible Urashima Goes After Okiku!,2019,102,7.6
503,902,"96,899",3,1,903,A Climactic Sumo Battle! Straw Hat vs. the Strongest Ever Yok...,2019,118,6.6
504,903,"99,060",2,1,904,Luffy Rages! Rescue Otama from Danger!,2019,107,6.8
505,904,"74,034",5,1,905,Fighting for Otama! Fight against Holdem!,2019,119,8.2
506,905,"76,268",6,1,906,Duel! The Magician and the Surgeon of Death!,2019,111,8.3
507,906,"108,149",4,1,907,Romance Dawn,2019,107,6.3
508,907,"74,994",6,1,908,The Coming of the Treasure Ship! Luffytaro Returns the Favor!,2019,114,8.3
509,908,"61,121",5,1,909,Nazo no Bohyo - Oden Joseki de no Saikai!,2019,144,8.6
510,909,"70,223",6,1,910,A Legendary Samurai! The Man Who Roger Admired!,2019,123,8.4
511,910,"82,536",3,1,911,Bringing Down the Emperor of the Sea! A Secret Raid Operation...,2019,108,7.9
512,911,"38,386",21,1,912,"The Strongest Man in the World! Shutenmaru, the Thieves Briga...",2019,245,9.0
513,912,"44,651",14,1,913,Everyone is Annihilated! Kaido's Furious Blast Breath!,2019,209,8.8
514,913,"26,154",32,1,914,Finally Clashing! The Ferocious Luffy vs. Kaido!,2019,397,9.2
515,914,"30,998",21,1,915,Hakai-teki! Ichigeki Hissatsu no Raimei Hakke!,2019,321,9.1
516,915,"52,460",8,1,916,Iki-jigoku! Rufi Kutsujoku no Dai Tankutsu-jo,2020,185,8.4
517,916,"41,065",16,1,917,The Holyland in Tumult! Emperor of the Sea Blackbeard Cackles!,2020,234,8.8
518,917,"76,819",6,1,918,Ugokidasu - Dato Kaido Daikeikaku!,2020,121,7.9
519,918,"78,461",6,1,919,Rampage! The Prisoners - Luffy and Kid!,2020,117,7.9
520,919,"82,824",7,1,920,Dai Hyoban! Sanji no Ohako Soba!,2020,116,7.6
521,920,"90,380",6,1,921,Goka Kenran - Wano Kuni Ichi no Bijo: Komurasaki,2020,129,6.7
522,921,"76,454",5,1,922,A Tale of Chivalry! Zoro and Tonoyasu's Little Trip!,2020,122,7.9
523,922,"74,793",6,1,923,A State of Emergency! Big Mom Closes in!,2020,120,8.1
524,923,"52,131",11,1,924,The Capital in an Uproar! Another Assassin Targets Sanji!,2020,170,8.8
525,924,"56,513",6,1,925,Dashing! The Righteous Soba Mask!,2020,160,8.6
526,925,"83,423",7,1,926,Zettai Zetsumei - Kyoi no Orochi Oniwabanshu,2020,109,7.8
527,926,"91,196",5,1,927,Shura-jo! Osoreru Daija Shogun Orochi,2020,110,7.2
528,927,"90,228",6,1,928,The Flower Falls! The Final Moment of the Most Beautiful Woma...,2020,112,7.2
529,928,"93,158",7,1,929,The Bond Between Prisoners! Luffy and Old Man Hyo!,2020,109,7.1
530,929,"90,008",6,1,930,A Lead Performer! Queen the Plague Emerges!,2020,101,7.6
531,930,"98,178",8,1,931,Goes up. Luffy's Desperate Escape!,2020,97,7.2
532,931,"86,654",5,1,932,Dead or Alive! Queen's Sumo Inferno!,2020,105,7.7
533,932,"63,983",11,1,933,Gyukimaru! Zoro Fights a Duel on Bandit's Bridge,2020,145,8.3
534,933,"33,972",40,1,934,A Big Turnover! The Three-Sword Style Overcomes Danger!,2020,297,8.9
535,934,"85,807",7,1,935,"Zoro, Stunned! The Shocking Identity of the Mysterious Woman!",2020,104,7.8
536,935,"90,354",8,1,936,Get the Hang of It! The Land of Wano's Haki - Ryuo!,2020,103,7.5
537,936,"95,963",5,1,937,Tonoyasu! Ebisu's most beloved!,2020,93,7.5
538,937,"98,177",5,1,938,Shaking the nation. The identity of Ushimitsu Kozo,2020,97,7.2
539,938,"74,401",7,1,939,The Straw Hats are running! Save the captive Tonoyasu,2020,121,8.1
540,939,"43,705",14,1,940,Zoro's Fury! The Truth About the Smile!,2020,220,8.7
541,940,"63,835",8,1,941,Toko's Tears! Orochi's Pitiless Bullets!,2020,153,8.1
542,941,"65,941",7,1,942,The Straw Hats Step In! An Uproarious Deadly Battle at the Ex...,2020,142,8.2
